batchName,year,umId,majorTypeId,batchId,courseValue,univName,enrollId,courseGroup,lowScore,zbType,lowRank
本科普通批,2022,10217601,3,2,1,哈尔滨工程大学(01),36606608,物理,597,1,9101
本科普通批,2022,10217602,3,2,1,哈尔滨工程大学(02),36606609,物理,576,1,12334
本科普通批,2022,10043601,3,2,0,北京体育大学(01),36606103,无限制,570,1,13253
本科普通批,2022,10043602,3,2,1,北京体育大学(02),36606104,物理,575,1,12490
本科普通批,2022,10043603,3,2,1,北京体育大学(03),36606105,"物理,化学",577,1,12183
本科普通批,2022,10043604,3,2,1,北京体育大学(04),36606106,"物理,化学,生物",571,1,13109
本科普通批,2022,10043605,3,2,1,北京体育大学(05),36606107,政治,573,1,12798
本科普通批,2022,10043606,3,2,1,北京体育大学(06),36606108,历史,570,1,13253
本科提前批A段,2022,10036603,3,1,0,对外经济贸易大学(03),36607443,无限制,634,1,4400
本科普通批,2022,10036601,3,2,0,对外经济贸易大学(01),36606185,无限制,643,1,3428
本科普通批,2022,10036602,3,2,1,对外经济贸易大学(02),36606186,物理,653,1,2465
本科提前批A段,2021,10036604,3,1,0,对外经济贸易大学(4),36591705,无限制,633,1,3881
本科普通批,2022,10034601,3,2,0,中央财经大学(01),36606182,无限制,642,1,3533
本科普通批,2022,10034602,3,2,1,中央财经大学(02),36606183,物理,649,1,2850
本科普通批,2022,10034603,3,2,0,中央财经大学(03),36606184,无限制,636,1,4186
本科提前批A段,2022,10033606,3,1,0,中国传媒大学(06),36607442,无限制,622,1,5775
本科普通批,2022,10033601,3,2,0,中国传媒大学(01),36606178,无限制,629,1,4964
本科普通批,2022,10033602,3,2,1,中国传媒大学(02),36606179,物理,621,1,5887
本科普通批,2022,10033603,3,2,0,中国传媒大学(03),36606180,无限制,625,1,5408
本科普通批,2022,10033604,3,2,1,中国传媒大学(04),36606181,物理,592,1,9842
本科提前批A段,2021,10033605,3,1,0,中国传媒大学(5),36591704,无限制,612,1,6353
本科提前批A段,2022,10030604,3,1,0,北京外国语大学(04),36607438,无限制,618,1,6248
本科提前批A段,2022,10030605,3,1,1,北京外国语大学(05),36607439,"物理,历史,地理",638,1,3984
本科提前批A段,2022,10030606,3,1,1,北京外国语大学(06),36607440,历史,640,1,3765
本科普通批,2022,10030601,3,2,0,北京外国语大学(01),36606172,无限制,635,1,4288
本科普通批,2022,10030602,3,2,1,北京外国语大学(02),36606173,历史,641,1,3643
本科普通批,2022,10030603,3,2,0,北京外国语大学(03),36606174,无限制,625,1,5408
本科普通批,2022,10026601,3,2,0,北京中医药大学(01),36606164,无限制,580,1,11702
本科普通批,2022,10026602,3,2,1,北京中医药大学(02),36606165,"物理,化学,生物",603,1,8264
本科普通批,2022,10026605,3,2,1,北京中医药大学(05),36606166,"物理,化学,生物",516,1,22777
本科普通批,2022,10022601,3,2,0,北京林业大学(01),36606154,无限制,605,1,7981
本科普通批,2022,10022602,3,2,1,北京林业大学(02),36606155,物理,595,1,9405
本科普通批,2022,10022603,3,2,1,北京林业大学(03),36606156,"物理,化学,生物",606,1,7851
本科普通批,2022,10022604,3,2,1,北京林业大学(04),36606157,"物理,化学,地理",618,1,6248
本科普通批,2022,10022605,3,2,1,北京林业大学(05),36606158,"物理,生物,地理",627,1,5172
本科普通批,2022,10022606,3,2,1,北京林业大学(06),36606159,"物理,历史,地理",617,1,6380
本科普通批,2022,10022607,3,2,1,北京林业大学(07),36606160,化学,601,1,8528
本科普通批,2022,10022608,3,2,1,北京林业大学(08),36606161,"化学,生物",613,1,6912
本科普通批,2022,10022609,3,2,1,北京林业大学(09),36606162,"物理,化学,生物",574,1,12633
本科普通批,2022,10022610,3,2,1,北京林业大学(10),36606163,"化学,生物",596,1,9260
本科普通批,2022,10013601,3,2,0,北京邮电大学(01),36606146,无限制,634,1,4400
本科普通批,2022,10013602,3,2,1,北京邮电大学(02),36606147,物理,645,1,3241
本科普通批,2022,10013603,3,2,1,北京邮电大学(03),36606148,物理,659,1,1944
本科普通批,2022,10010601,3,2,0,北京化工大学(01),36606141,无限制,605,1,7981
本科普通批,2022,10010602,3,2,1,北京化工大学(02),36606142,物理,607,1,7704
本科普通批,2022,10010603,3,2,2,北京化工大学(03),36606143,"物理,化学",601,1,8528
本科普通批,2022,10010604,3,2,1,北京化工大学(04),36606144,物理,589,1,10295
本科普通批,2022,10010605,3,2,2,北京化工大学(05),36606145,"物理,化学",571,1,13109
本科普通批,2022,10008601,3,2,0,北京科技大学(01),36606138,无限制,619,1,6115
本科普通批,2022,10008602,3,2,1,北京科技大学(02),36606139,物理,627,1,5172
本科普通批,2022,10008603,3,2,1,北京科技大学(03),36606140,"物理,化学",625,1,5408
本科普通批,2022,10005601,3,2,0,北京工业大学(01),36606213,无限制,587,1,10606
本科普通批,2022,10005602,3,2,1,北京工业大学(02),36606214,物理,585,1,10921
本科普通批,2022,10005603,3,2,1,北京工业大学(03),36606215,"物理,化学",580,1,11702
本科普通批,2022,10005604,3,2,0,北京工业大学(04),36606216,无限制,581,1,11540
本科普通批,2022,10005605,3,2,1,北京工业大学(05),36606217,物理,578,1,12007
本科普通批,2022,10004601,3,2,0,北京交通大学(01),36606133,无限制,628,1,5063
本科普通批,2022,10004602,3,2,1,北京交通大学(02),36606134,物理,635,1,4288
本科普通批,2022,10004603,3,2,1,北京交通大学(03),36606135,物理,647,1,3036
本科普通批,2022,10004604,3,2,1,北京交通大学(04),36606136,物理,606,1,7851
本科普通批,2022,10004605,3,2,1,北京交通大学(05),36606137,物理,614,1,6780
本科普通批,2022,10755601,3,2,0,新疆大学(01),36607344,无限制,544,1,17717
本科普通批,2022,10755602,3,2,1,新疆大学(02),36607345,物理,509,1,24096
本科普通批,2022,10755603,3,2,1,新疆大学(03),36607346,化学,509,1,24096
本科普通批,2022,10673601,3,2,1,云南大学(01),36607258,物理,565,1,14087
本科普通批,2022,10673602,3,2,1,云南大学(02),36607259,"物理,化学,生物",579,1,11843
本科普通批,2022,10673603,3,2,1,云南大学(03),36607260,"政治,历史",587,1,10606
本科普通批,2022,10459601,3,2,0,郑州大学(01),36606951,无限制,586,1,10758
本科普通批,2022,10459602,3,2,1,郑州大学(02),36606952,物理,584,1,11096
